lon	lat
-133.84963693867	-63.3762492375003
-134.312483645361	-63.2763579643892
-134.65554054577	-63.3293526089034
-135.454718861693	-63.0710932423851
-136.242908698283	-62.9111487668319
-137.013475495391	-62.6435398407144
-137.121096396661	-62.5902577316226
-137.219655553198	-62.4341090003862
-137.326016050499	-62.3806955084327
-137.862405226112	-62.2150465748894
-138.405139176578	-62.149715312954
-139.232390061558	-61.8151015414821
-139.862226541762	-61.6884838098837
-140.465695366893	-61.4567040786781
-140.795886382292	-61.4925957375975
-141.198837313506	-61.369348046726
-141.622666595381	-61.3464862986774
-142.019741723204	-61.2205563069039
-142.348981235259	-61.2521208124063
-142.650650955359	-61.1813701539835
-142.980113745169	-61.2111800456439
-143.634505817991	-60.9065456386991
-144.308255649084	-60.6994810713287
-144.936389943428	-60.3883523904925
-145.258751724476	-60.4117257371193
-145.543883956634	-60.3339902174817
-145.866100806162	-60.3556661135692
-146.148989696442	-60.2764611789712
-146.470988352041	-60.2964444965342
-146.751587058273	-60.2157869888617
-147.073295305193	-60.2340832206096
-147.35155915003	-60.1519903716425
-147.795194535991	-60.2070531610862
-148.193719207186	-60.161249983098
-148.639052052372	-60.2130573435413
-148.762816660899	-60.2504791574975
-149.061252536401	-60.4238334138452
-149.312063470587	-60.4977063423746
-149.891340864193	-60.5814894456857
-150.14570614443	-60.6536064706367
-150.844446985347	-60.9298466820588
-151.425395009901	-61.1676602226238
-152.016357433183	-61.4028216772579
-152.347614995443	-61.5682838755353
-152.617466422262	-61.6352454987257
-153.640554804646	-61.7999657119431
-154.331199582206	-61.9590714012869
-155.105312264997	-62.2108040249403
-155.246620075588	-62.2413078256262
-155.594715031156	-62.2356780008907
-155.736706988683	-62.2656200950213
-155.957977790118	-62.3914283207108
-156.101208363841	-62.4209683773081
-156.884027712455	-62.4993215256483
-157.5856687244	-62.4777637631478
-158.520802645849	-62.5734249026115
-158.92861955221	-62.490636198465
-160.912279129583	-62.7471337547878
-162.674513853582	-62.8590876141681
-165.027124233213	-63.0931976791045
-165.73021524592	-63.0257214638566
-166.860758072637	-63.0757989277008
-167.401679701948	-62.9823730014884
-168.532748372967	-63.017453603024
-169.163054410763	-63.0738551609404
-170.404617697897	-63.2491326054147
-171.044235003073	-63.2961781493449
-172.030389605679	-63.2884338897344
-172.351749068914	-63.3082643201641
-173.623773177387	-63.4520212107238
-174.746197248738	-63.5764895615838
-175.879182049246	-63.6911228104273
-177.187151439789	-63.79946639884
-178.344513460881	-63.8194216864625
-179.015875698575	-63.7102548569856
-179.596854774777	-63.7569871658745
-179.984687878667	-63.7598746486846
179.958744898984	-63.7669987468846
179.321695958444	-63.7915878785489
179.009393595022	-63.7530764621557
178.021454754686	-63.6988784668785
177.53894534947	-63.5871535393751
175.914383220025	-63.4725115830946
175.775596782916	-63.3215973483876
175.142342815455	-63.2257482182284
174.689175560128	-63.061071224784
172.321036192631	-62.8649679264016
170.433314010286	-62.7339202900122
167.300415510403	-62.5241970011487
165.887616006113	-62.4431722702704
164.484260683419	-62.3461446605431
163.241041582819	-62.2543503768013
162.006912182026	-62.1501089376945
160.782904823021	-62.0335816408217
160.439830420036	-62.0538623134724
160.096250462692	-62.0731790617613
159.752188595358	-62.091529566419
159.40766866778	-62.1089116183849
159.152468432766	-62.2190924935766
158.805943518458	-62.2347892016411
158.547065362302	-62.3437636776476
158.053464736084	-62.3306724944845
157.560385441513	-62.315606641225
157.06789956241	-62.2985698353049
156.719382656905	-62.3083744271004
156.451421654142	-62.4129083833786
156.101208363841	-62.4209683773081
155.957977790118	-62.3914283207108
155.594715031156	-62.2356780008907
155.311687596582	-62.1753143017694
154.264262862315	-62.0244755696855
153.366166407569	-61.8974462808988
152.334564958696	-61.8924801886767
151.845726915791	-62.01693872806
151.414402896811	-62.238048292798
151.066400535197	-62.2318267746346
150.77844178414	-62.3235348586747
150.429505048449	-62.3155075550774
150.13846644582	-62.4057462215461
149.788677614165	-62.3959017453583
149.439160732628	-62.3850675552918
149.089941464869	-62.3732449940113
148.741045342423	-62.3604355243255
148.443920984885	-62.4466590577563
148.094406147354	-62.4320179640135
147.745289473133	-62.4163907638576
147.396596159747	-62.3997793892956
147.048351218223	-62.3821858893315
146.745633425288	-62.4643000297519
146.397008059737	-62.4448657892866
146.048905671655	-62.424451930589
145.701350723899	-62.4030609630562
145.354367441321	-62.3806955084327
144.956396849352	-62.5182005403281
144.517290959482	-62.5530010037805
144.077053800929	-62.5862488367485
143.635733172654	-62.617937507037
143.193377623311	-62.6480607599474
142.780354437133	-62.7786336584058
142.431407971173	-62.7480418202195
142.083285999753	-62.7164817096635
141.736011214119	-62.6839572008838
141.389605946261	-62.6504722681632
141.067710629076	-62.7183963035419
140.721738007912	-62.6830515823969
140.376705428051	-62.6467546283784
140.032633984423	-62.6095098219654
139.689544377346	-62.5713216345291
139.364406778121	-62.6348018315835
139.02199017702	-62.594768544663
138.68062217303	-62.5538016115638
138.340322079699	-62.5119058769477
138.001108788586	-62.4690862662515
137.663000766067	-62.4253477833869
137.219655553198	-62.4341090003862
136.776044253359	-62.4412796555844
136.228376234881	-62.6022884647126
135.781765238433	-62.605898869675
135.33637057491	-62.7108395938217
135	-62.659819172102
134.66362942509	-62.7108395938217
134.32859581715	-62.6580098072636
133.876697285925	-62.7577300145333
133.427569572327	-62.7528854228612
132.853825207137	-62.8989604416314
132.402564019148	-62.8904323528831
131.939575192711	-62.9831882367185
131.606988930911	-62.923038441435
131.26123503232	-62.9648522574044
130.93047753969	-62.9029209577405
130.462227492093	-62.9902208109188
130.010637430358	-62.9731016839671
129.538124153686	-63.0569818319659
129.210471573611	-62.9905266226092
128.884496433715	-62.9232417357752
128.560206825497	-62.8551344328013
128.139402422595	-62.7289797386455
127.722638451831	-62.6014862268052
127.309900467814	-62.4726765725729
126.995271142707	-62.4006743193653
