Event	Depth sed [m]	A. curvatulus [%]	A. actinochilus [%]	A. hookeri [%]	A. hyalinus [%]	A. parvulus [%]	A. tabularis var. egregius [%]	A. tabularis [%]	A_tabularis_tot	Chaetoceros spp. veg [%]	Chaetoceros spp. rs [%]	Coscinodiscus spp. [%]	E. antarctica rs [%]	Fragilariopsis spp. [%]	F. kerguelensis [%]	F. obliquecostata [%]	F. sublinearis	F_obli_tot	F. ritscheri [%]	F. curta [%]	F. rhombica [%]	F. separanda [%]	F. pseudonana [%]	F. cylindrus [%]	H. cuneiformis [%]	Navicula spp. [%]	N. directa [%]	N. bicapitata [%]	N. sicula var. bicuneata [%]	N. sicula var. rostrata [%]	N_sicula_tot	O. weissflogii [%]	P-n heimii	P-n lineola-turgiduloides gr [%]	R. antennata f semispina [%]	R. bergonii [%]	Rhizosolenia sp. [%] (sp. A)	R. antennata [%]	R_antennata_tot	R. tesselata [%]	S. microtrias [%]	T. nitzschioides [%] (Form 1)	T. nitzschioides var. capitulata [%]	T. nitzschioides var. lanceolata [%]	T_nitzschioides_tot	T. antarctica [%]	T. gracilis var. expecta [%]	T. gracilis [%]	T. gravida [%]	T. lentiginosa [%]	T. oestrupii [%]	T. oliverana [%]	T. trifulta [%]	T. frenguelliopsis [%]	T. tumida [%]	Thalassiosira spp. [%]	P. pseudodenticulata [%]	P. directum [%]	T. antarctica [%]	T. reinboldii [%]	Delphineis spp. [%] (Species questionable)		Unid
PS58/274-1	11.55	0	0.15	0	0	0.15	0	1.06	1.06	0	4.86	0	1.97	0.15	71.78	0	0	0	0.3	0.76	0	1.82	0	0	0	0.46	0	0	0.15	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0.15		0	0.15	0.61	0.3	10.62	0	0.46	0.15	0.15	0.15	0	0	0.15	3.49	0	0		0.15
PS58/274-1	11.65	0	0	0	0	0.73	0	1.65	1.65	0	5.14	0	0.73	0.18	74.13	0	0	0	0.18	0	0	1.65	0	0	0	0	0	0	0	0.18	0.18	0	0	0	0	0	0.18	0	0	0	0	0	0	0		0	0	1.28	0.18	9.36	0	0.73	0.18	0	0	0	0	0	3.12	0	0.37		0.37
PS58/274-1	11.75	0.4	0	0	0	0	0	3.59	3.59	0	3.39	0	1.4	0.2	66.67	0	0	0	0.2	0.2	0.2	4.19	0	0	0	0.4	0	0	0.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0.6	0.2	14.37	0	0.6	0.4	0	0	0	0	0	2.79	0	0		0
PS58/274-1	11.85	0.23	0.46	0	0	0	0	3.02	3.02	0	3.71	0	2.09	0.23	67.29	0	0	0	0	0.7	0	4.64	0	0.23	0	0	0	0	0	0	0	0	0	0	0.23	0	0.23	0	0.23	0	0	0	0	0		0	0	1.39	0.7	9.98	0	0.23	0.23	0	0	0.46	0	0	3.94	0	0		0
PS58/274-1	11.95	0.14	0.28	0	0	0.14	0.14	2.39	2.53	0	2.53	0	1.69	0	69.76	0	0	0	0.28	0.7	0	2.11	0	0	0	0.14	0	0	0	0	0	0	0	0	0.28	0	0	0	0.28	0	0	0	0	0		0	0	2.39	0.42	12.8	0	0.56	0.56	0	0	0.28	0	0	2.25	0	0.14		0.14
PS58/274-1	12.05	0.14	0.28	0	0	0.42	0	1.54	1.54	0	6.7	0	1.54	0.14	65.08	0	0	0	0.14	0.56	0	3.35	0	0	0	0.14	0	0	0.28	0	0.28	0	0	0	0.28	0	0	0	0.28	0	0	0	0	0		0	0	1.54	0.84	13.55	0	0.14	0.14	0	0	0.28	0	0	2.79	0.14	0		0
PS58/274-1	12.15	0	0.18	0	0	0.18	0.18	2.29	2.47	0	4.94	0.18	1.76	0.18	63.67	0	0	0	0.18	0.53	0	4.41	0	0	0	0.53	0	0	0	0.18	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1.76	0.18	14.11	0	0	0.53	0	0	0.18	0	0	3.7	0.18	0		0
PS58/274-1	12.25	0.15	0.15	0	0	0	0	1.53	1.53	0	2.3	0	2.76	0	67.38	0	0	0	0.15	0.15	0.46	3.98	0	0	0	0	0	0	0	0.46	0.46	0	0	0	0.15	0	0	0	0.15	0	0	0	0.15	0.15		0	0	2.76	0.46	13.94	0	0.15	0.31	0	0	0	0	0	2.45	0	0		0
PS58/274-1	12.35	0	0.14	0.14	0	0.82	0.14	2.87	3.01	0	4.1	0	1.09	0	67.72	0	0	0	0.14	0.55	0	4.65	0	0.14	0	0.55	0	0	0.14	0.14	0.28	0	0	0	0.14	0	0	0	0.14	0	0	0	0	0.27		0	0.14	2.33	0	10.67	0	0.41	0.27	0	0	0.14	0	0.27	2.05	0	0		0
PS58/274-1	12.45	0.5	0	0	0.25	0	0	1.24	1.24	0	5.21	0	2.73	0	62.53	0	0.248139	0.248139	0	0.74	0.25	2.23	0	0	0	0.5	0	0	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1.99	0.25	14.64	0	0.5	0	0	0	0	0	0	5.71	0.25	0		0
PS58/274-1	12.55	0.23	0.45	0	0	0	0	2.93	2.93	0	3.15	0	0.68	0.23	73.65	0	0	0	0	0	0	3.15	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1.58	0	9.01	0	0	0.23	0	0	0	0	0	4.28	0	0		0
PS58/274-1	12.65	0.33	0.16	0	0	0.16	0	1.63	1.63	0	7.17	0	1.95	0	68.4	0.16	0	0.16	0.16	0.65	0	3.26	0	0	0	0	0	0	0.16	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0.16		0	0	1.95	0.16	8.96	0	0.65	0.33	0.16	0	0	0	0	3.26	0	0.16		0.32
PS58/274-1	12.75	0	0.21	0	0	0.42	0	2.3	2.3	0	7.52	0.21	1.88	0.21	60.13	0	0	0	0.21	1.04	0	2.3	0	0	0	0.63	0	0	0.21	0	0.21	0	0	0	0.21	0	0	0	0.21	0	0	0	0	0.42		0	0	1.46	0	15.24	0	0.84	0.42	0	0	0	0	0.21	3.97	0	0		0
PS58/274-1	12.85	0.14	0.14	0	0	0.28	0.14	2.28	2.42	0	3.56	0	1.71	0	66.29	0	0	0	0	0.57	0	1.85	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0.43	0.28	16.36	0	0.57	0.43	0	0	0.28	0	0	4.41	0	0		0
PS58/274-1	12.95	0.13	0.25	0	0	0.38	0	2.89	2.89	0	7.04	0.13	2.26	0	66.16	0	0	0	0	0.25	0	1.51	0	0	0	0.13	0	0	0	0	0	0	0	0	0.13	0	0	0	0.13	0	0	0	0	0		0	0	0.63	0.13	12.83	0	0.5	0.25	0	0	0.25	0	0	4.03	0.13	0		0
PS58/274-1	13.05	0.32	0	0	0	0.47	0	2.53	2.53	0	9.95	0	2.37	0	60.19	0	0	0	0.16	0.63	0	2.05	0	0	0	0	0	0	0.32	0.16	0.48	0	0	0	0	0	0	0	0	0	0	0	0.16	0		0	0	1.26	0	15.01	0.16	0.63	0.32	0	0	0	0	0	3.32	0	0		0
PS58/274-1	13.15	0.34	0.17	0	0	0	0	2.58	2.58	0	8.93	0	2.58	0.17	60.82	0	0	0	0	0.34	0	2.58	0	0	0	0	0	0	0.17	0	0.17	0	0	0	0.17	0	0	0	0.17	0	0	0	0	0		0	0	1.03	0	15.29	0	0.52	0.34	0	0	0.52	0	0	3.09	0.34	0		0
PS58/274-1	13.25	0.22	0.22	0	0	0	0	2.91	2.91	0	5.15	0	3.13	0.22	62.64	0	0	0	0.45	0.22	0	3.8	0	0	0	0.22	0	0	0	0	0	0	0	0	0.22	0	0	0	0.22	0	0	0	0	0		0	0	0.67	0	12.75	0.22	0.89	0.22	0	0	0.22	0	0	5.37	0.22	0		0
PS58/274-1	13.35	0.34	0	0	0	0.34	0	3.08	3.08	0	8.89	0	4.62	0	59.32	0	0	0	0.17	0.17	0	3.93	0	0.17	0	0.34	0	0	0	0	0	0	0	0	0.17	0	0	0	0.17	0	0	0	0	0		0	0	1.54	0.51	11.62	0	0.17	0.51	0.17	0	0.17	0	0	3.76	0	0		0.17
PS58/274-1	13.45	0.28	0.43	0	0	0.28	0	2.56	2.56	0	5.54	0.14	2.56	0.28	61.08	0	0	0	0	0.14	0	4.55	0	0	0	0.14	0	0	0.14	0.28	0.42	0	0	0	0.28	0	0	0	0.28	0	0	0	0	0.14		0	0	2.13	0.28	13.07	0	0.71	0.14	0	0.14	0.28	0.14	0	4.12	0.14	0		0
PS58/274-1	13.55	0.42	0.42	0	0	0.84	0.21	2.53	2.74	0	4.42	0.21	6.32	0	56	0	0	0	0.21	0.21	0	4.21	0	0	0	0.42	0	0	0	0.21	0.21	0	0	0.21	0.21	0	0	0	0.21	0	0	0	0	0		0	0	1.05	0	16	0.21	0.63	0.21	0	0	0.63	0	0	4	0.21	0		0
PS58/274-1	13.65	0.14	0.87	0	0	0.43	0	3.18	3.18	0	4.62	0.14	3.9	0	57.66	0	0	0	0.14	0.58	0.29	4.77	0	0	0	0.14	0	0	0	0	0	0	0	0	0.43	0	0	0	0.43	0	0	0	0	0		0	0	1.88	0.43	16.47	0	0.72	0.14	0	0	0.14	0	0	2.89	0	0		0
PS58/274-1	13.75	0.48	0.48	0	0	0.24	0	2.4	2.4	0	2.88	0	3.85	0	63.7	0	0	0	0	0.24	0.24	3.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0	0	0	0	0	0	0		0	0	1.68	0.48	13.94	0	0.72	0.72	0.24	0.24	0.72	0	0	2.64	0	0		0.24
PS58/274-1	13.85	0.32	0.48	0	0	0.32	0	2.72	2.72	0	3.2	0.32	4.96	0	56.16	0	0	0	0.48	0.48	0	3.2	0	0.16	0	0	0	0	0	0	0	0	0	0	0.32	0	0	0	0.32	0	0	0	0	0		0	0	2.24	0.16	19.84	0	1.12	0.48	0	0	0.96	0	0	2.08	0	0		0
PS58/274-1	13.95	0.18	0.53	0	0	0.35	0	1.58	1.58	0	4.56	0	4.56	0	64.21	0	0	0	0.35	0.53	0	5.44	0	0	0	0.18	0	0	0	0	0	0	0	0	0.18	0	0.18	0	0.18	0	0	0	0	0		0	0.18	1.93	0.35	10.88	0	0.53	0.53	0	0.18	0.53	0.18	0	1.93	0	0		0
PS58/274-1	14.05	0.15	0.45	0	0	0.3	0	0.91	0.91	0	3.79	0	3.48	0	64.39	0	0	0	0.61	0.91	0	3.94	0	0	0	0.15	0	0	0	0	0	0	0	0	0.15	0	0	0	0.15	0	0	0	0	0		0	0.15	2.27	0.45	13.18	0.15	0.91	0.91	0.15	0	0.61	0	0	1.97	0	0		0.15
PS58/274-1	14.15	0	0	0	0	0.53	0	1.93	1.93	0	2.63	0.18	3.68	0	66.02	0	0	0	0.35	0.53	0	3.68	0	0	0	0.18	0	0	0	0	0	0	0	0	0.35	0	0	0	0.35	0	0	0	0	0.18		0	0	1.4	0.35	13.49	0	0.88	0.53	0	0	0.88	0	0	2.28	0	0		0
PS58/274-1	14.25	0	0.32	0	0	0.64	0	1.44	1.44	0	2.72	0.16	2.56	0	65.18	0	0	0	0.32	0.8	0	4.47	0	0	0	0	0	0	0	0	0	0	0	0.16	0.48	0	0.16	0	0.48	0	0	0	0.16	0		0	0	1.76	0.96	13.9	0	0.96	0.32	0	0	0.64	0	0	1.92	0	0		0
PS58/274-1	14.35	0	0.47	0	0	0.47	0	1.4	1.4	0	2.1	0	5.37	0	68.22	0	0	0	0.47	0.23	0	2.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0.93	0.7	13.79	0	0	0.23	0	0	0.93	0	0	2.1	0	0		0
PS58/274-1	14.45	0.15	0.62	0	0	0.15	0	2.15	2.15	0	4.31	0.15	2.92	0	65.85	0	0	0	0.46	0.46	0.15	4.62	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0.15	0	0	0	0	0.31		0	0.15	1.54	0.62	11.38	0.15	0.15	0.62	0	0.15	0.92	0.15	0	1.69	0	0		0
PS58/274-1	14.55	0	0.99	0	0	0.25	0	1.49	1.49	0	5.2	0	1.49	0.25	68.32	0	0	0	0.5	0.25	0	5.2	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.25	0.5	0	0	0	0	0		0	0	1.24	0.25	10.4	0	0	0.5	0	0	0.99	0.25	0	1.98	0	0		0
PS58/274-1	14.65	0	0.67	0	0	0.22	0	0.67	0.67	0	4.66	0	3.99	0.22	66.08	0	0.2217295	0.2217295	0.67	0.67	0	4.21	0	0	0	0.22	0	0	0	0	0	0	0	0	0.22	0	0	0	0.22	0	0	0	0	0		0	0	2	0.67	11.09	0	1.11	0.44	0	0	0.22	0	0.22	1.55	0	0		0
PS58/274-1	14.75	0	0.77	0	0	0.39	0	1.16	1.16	0	2.13	0.19	3.09	0.19	67.31	0	0.3868472	0.3868472	0.19	0.58	0.19	3.29	0	0	0	0.19	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39		0	0	1.74	0.39	12.96	0	0.19	0.77	0	0	1.55	0.19	0	1.55	0	0		0
PS58/274-1	14.85	0	0.75	0	0	0.25	0	0.75	0.75	0	4.49	0.25	2.74	0	68.33	0	0	0	0	1.25	0	3.99	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	2.24	0.5	11.72	0	0.25	0.25	0	0	0.5	0	0	1.5	0	0		0
PS58/274-1	14.95	0	0.95	0	0	0	0	1.65	1.65	0	5.2	0.24	1.18	0	67.85	0	0	0	0.24	0.95	0	4.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0.24		0	0	1.42	0.71	10.64	0	0.24	0.24	0	0	1.18	0.24	0	2.13	0	0		0
PS58/274-1	15.05	0	0.65	0	0	0.65	0	1.17	1.17	0	1.69	0	1.96	0	69.23	0	0	0	0.13	0.91	0	4.17	0	0	0	0.13	0	0	0	0	0	0	0	0	0.65	0	0	0	0.65	0	0	0	0.13	0		0	0	1.43	0.39	13.04	0.13	0.91	0.26	0	0	0.65	0	0	1.69	0	0		0
PS58/274-1	15.15	0	0.24	0	0	0.24	0	0.95	0.95	0	3.8	0	1.66	0	71.97	0	0.2375297	0.2375297	0.24	0	0.24	3.09	0	0	0	0	0	0	0	0	0	0	0	0	0.71	0	0	0	0.71	0	0	0	0	0.24		0	0	2.61	0.24	10.69	0	0.24	0.24	0	0	0.48	0	0	1.9	0	0		0
PS58/274-1	15.25	0	0.43	0	0	0.22	0	0.43	0.43	0	4.77	0.22	1.74	0	70.5	0.22	0.4338395	0.6538395	0.22	0.65	0	6.29	0	0.22	0	0	0	0	0	0	0	0	0	0	0.43	0	0	0	0.43	0	0	0	0	0		0	0	1.08	0.87	9.11	0.22	0.22	0.22	0	0	0.22	0	0	1.3	0	0		0
PS58/274-1	15.35	0.21	0.41	0.21	0	0	0	1.04	1.04	0	4.36	0	3.32	0	67.22	0.21	0.4149378	0.6249378	0	0.41	0	6.64	0	0.21	0	0	0	0	0	0	0	0	0	0	0.41	0.41	0	0	0.41	0	0	0	0	0		0	0	1.66	1.45	7.47	0	0.41	0.62	0	0	0.41	0	0.21	2.28	0	0		0
PS58/274-1	15.45	0.21	0.84	0	0	0	0	1.05	1.05	0	2.1	0	2.94	0	68.7	0	0	0	0.21	1.05	0	4.2	0	0	0	0	0	0	0.21	0	0.21	0	0	0	0.21	0	0	0	0.21	0	0	0	0	0		0	0	1.05	0.63	12.61	0.21	1.05	0.42	0	0	0.42	0	0	1.89	0	0		0
PS58/274-1	15.55	0	0.48	0	0	0.48	0	0.24	0.24	0	2.39	0	3.35	0	67.7	0.24	0	0.24	0.48	0.96	0	4.78	0	0	0	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24		0	0	1.67	0.72	10.53	0	0.48	0.72	0	0	0.96	0	0	2.87	0	0		0
PS58/274-1	15.65	0	0.46	0	0	0	0	0.69	0.69	0	1.84	0	3	0	72.12	0.23	0	0.23	0	0.46	0	2.3	0	0.23	0	0.69	0	0	0.23	0	0.23	0	0	0	0.46	0	0	0	0.46	0	0	0	0	0.23		0	0	0.92	0.23	11.52	0	0.23	0.69	0	0	0.23	0	0	3	0	0.23		0.23
PS58/274-1	15.75	0.19	0.56	0	0	0.19	0	0.94	0.94	0	3.01	0.19	2.44	0	69.36	0	0	0	0.19	0.94	0	3.76	0	0	0	0.19	0	0	0	0.19	0.19	0	0	0	0.19	0.19	0	0	0.19	0	0	0	0.19	0		0	0	1.5	0.38	11.84	0	0.19	0.56	0	0	0.56	0	0	2.07	0	0.19		0.19
PS58/274-1	15.85	0.47	0.47	0	0	0.47	0	1.17	1.17	0	7.01	0	1.4	0	66.59	0.23	0.2336449	0.4636449	0.23	1.17	0	3.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	2.8	0.93	9.11	0.23	0.7	0.47	0	0	0	0	0.23	2.8	0	0		0
PS58/274-1	15.95	0.22	0.45	0	0	0.45	0	0.45	0.45	0	2.68	0.22	2.01	0.22	70.25	0	0	0	0	0.22	0	3.8	0	0	0	0.22	0	0	0	0	0	0	0	0	0.22	0	0	0	0.22	0	0	0	0	0		0	0	1.79	0.22	12.75	0	0.22	0.45	0	0	0.67	0	0	2.46	0	0		0
PS58/274-1	16.05	0	0.35	0	0	0	0	1.05	1.05	0	1.75	0.17	1.75	0	74.83	0	0.1748252	0.1748252	0	0.52	0.17	3.67	0	0	0	0.52	0	0	0	0	0	0	0	0	0.17	0	0	0	0.17	0	0	0	0	0.17		0	0	1.92	0.35	9.09	0	0.7	0.17	0	0	0.52	0.17	0	1.75	0	0		0
PS58/274-1	16.15	0.63	0.21	0	0	0.84	0	0.84	0.84	0	4.59	0.21	2.09	0.42	70.56	0	0.2087683	0.2087683	0.21	1.04	0	4.38	0	0	0	0.21	0	0	0.21	0	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0.84	0.21	8.98	0	0.21	0.42	0.21	0	0.42	0.21	0	1.67	0	0.21		0.42
PS58/274-1	16.25	0	0.45	0	0	0.45	0	0.68	0.68	0	3.17	0.23	2.94	0	70.81	0	0	0	0	0.9	0	5.43	0	0	0	0	0.45	0	0.68	0	0.68	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	2.71	0.9	6.11	0	0.9	0.23	0	0	0.9	0.23	0	1.81	0	0		0
PS58/274-1	16.35	0	0.23	0	0	0.46	0	1.16	1.16	0	2.31	0	1.85	0	71.53	0	0	0	0	0.46	0	4.17	0	0	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23		0	0	1.85	0.23	11.11	0	0.23	0.46	0	0.23	0.69	0.23	0	2.31	0	0		0
PS58/274-1	16.45	0	0	0	0	0.22	0	1.72	1.72	0	3.88	0	1.29	0	75	0	0	0	0.43	0.65	0	2.59	0	0	0	0.43	0	0	0	0	0	0	0	0	0.43	0	0	0	0.43	0	0	0	0	0.22		0	0	1.29	0.22	8.62	0	0.22	0	0	0	0.65	0	0.22	1.94	0	0		0
PS58/274-1	16.55	0.15	0.31	0	0	0.31	0	1.08	1.08	0	4.31	0.15	2.62	0	72	0	0.1538462	0.1538462	0.31	0.15	0	4	0	0	0	0.31	0	0	0.15	0.15	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0.15		0	0	1.69	0	8.31	0	0.46	0.46	0	0.15	0.46	0	0	2.15	0	0		0
PS58/274-1	16.65	0	0.42	0	0	0	0	2.71	2.71	0	4.38	0	1.25	0	69.73	0.21	0	0.21	0	0.42	0	2.3	0	0	0	0.21	0	0	0	0.21	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1.46	0.42	10.02	0.21	0.84	0.21	0	0	1.04	0	0.21	3.76	0	0		0
PS58/274-1	16.75	0.47	0.47	0	0	0.47	0	1.17	1.17	0	5.63	0.23	1.17	0	67.84	0	0	0	0.23	0.47	0	4.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	2.11	0	11.74	0	0.47	0	0	0	0.23	0	0	2.58	0	0		0
PS58/274-1	16.85	0.25	0.49	0	0	0	0	1.98	1.98	0	3.21	0.25	1.23	0	73.83	0	0	0	0.25	0.25	0	2.96	0	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25		0	0	1.23	0	8.89	0.25	0.99	0	0	0	0.74	0	0.25	2.22	0	0		0
PS58/274-1	16.95	0	0.21	0	0	0.43	0	0.43	0.43	0	2.99	0.43	2.35	0	70.09	0	0	0	0.21	0.21	0	5.13	0	0	0	0.64	0	0	0	0	0	0	0	0	0.21	0	0	0	0.21	0	0	0	0	0		0	0	2.14	0.43	11.11	0	0.43	0	0	0	0.85	0	0	1.71	0	0		0
PS58/274-1	17.05	0	0.41	0	0	0.21	0	0.62	0.62	0	1.85	0.21	3.5	0	71.19	0	0	0	0.21	1.03	0	4.94	0	0	0	0.21	0	0	0	0	0	0	0	0	0.21	0	0	0	0.21	0	0.21	0	0	0		0	0	1.44	0.21	11.52	0	0	0	0	0	0.41	0	0	1.65	0	0		0
PS58/274-1	17.15	0	0.43	0	0	0.21	0	1.07	1.07	0	1.71	0	1.71	0	74.95	0	0	0	0.64	1.5	0	4.28	0	0	0	0.21	0	0	0.21	0	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0.21	1.5	0	7.28	0	0.86	0.21	0	0	0.21	0	0	2.78	0	0		0
PS58/274-1	17.25	0.41	0.62	0	0	0	0	0.83	0.83	0	1.24	0	1.45	0.21	76.19	0	0	0	0.41	0.41	0	3.93	0	0	0	0.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21		0	0	1.66	0.41	7.66	0	0.41	0	0	0	0.83	0	0	2.28	0	0		0
PS58/274-1	17.35	0	0	0	0	0.93	0	0.7	0.7	0	1.4	0	1.17	0	80.65	0	0	0	0	0.47	0	1.86	0	0	0	0.93	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0		0	0	0.93	0.7	5.83	0	0	0.23	0	0	0.93	0.23	0	2.56	0	0		0
PS58/274-1	17.45	0.11	0.22	0	0	0.22	0	0.88	0.88	0	0.88	0	1.42	0	81.95	0	0	0	0.11	0.22	0	2.08	0	0	0	0.33	0	0	0.22	0.22	0.44	0	0	0	0	0	0.11	0	0	0	0	0	0	0.22		0	0	0.98	0	7.55	0.11	0.11	0	0	0	0.88	0	0	1.2	0	0		0
PS58/274-1	17.55	0	0	0	0	0.38	0	0.56	0.56	0	1.88	0	2.81	0	79.36	0	0	0	0.19	0.56	0	1.31	0	0	0	0.38	0	0	0	0	0	0	0	0	0.19	0	0	0	0.19	0	0	0	0	0		0	0	1.13	0	6.19	0	0.94	0.75	0	0	1.13	0	0	2.25	0	0		0
PS58/274-1	17.65	0.22	0.22	0	0	0.22	0	1.53	1.53	0	5.91	0	1.75	0	70.46	0	0	0	0.22	1.09	0	1.09	0	0	0	0.22	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22		0	0	3.5	0	8.1	0	0.44	0.44	0	0	1.53	0	0	2.63	0	0		0
PS58/274-1	17.75	0	0	0	0	0.47	0	2.12	2.12	0	8.73	0	1.89	0	67.92	0	0	0	0.47	0.47	0	2.83	0	0	0	0	0	0	0	0.24	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	2.36	0	8.02	0	0	0.47	0	0	1.18	0	0	2.83	0	0		0
PS58/274-1	17.85	0	0.2	0	0	0.61	0.2	1.02	1.22	0	2.46	0	3.89	0	70.9	0	0	0	0	0.61	0	1.84	0	0	0	0.2	0.2	0	0	0	0	0.2	0	0	0.2	0	0	0	0.2	0	0	0	0	0.2		0	0	1.64	0.2	10.04	0	1.23	0.2	0	0	1.64	0	0	2.25	0	0		0
PS58/274-1	17.95	0.48	0.48	0	0	0.24	0	0.71	0.71	0	3.57	0	1.19	0	73.33	0	0	0	0.71	0	0	2.38	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0.24		0	0	0.95	0.24	10.24	0	0.48	0	0	0	1.43	0	0.24	2.38	0	0		0
PS58/274-1	18.05	0.21	0.21	0	0	0.42	0	1.47	1.47	0	3.16	0	3.16	0	71.58	0	0	0	0	0	0	3.79	0	0	0	0.42	0	0	0	0.21	0.21	0	0	0	0.21	0	0	0	0.21	0	0	0	0	0.21		0	0	2.74	0.21	6.74	0	1.47	0	0	0	1.47	0	0	2.32	0	0		0
PS58/274-1	18.15	0	0.18	0	0	0.72	0	1.81	1.81	0	1.44	0.18	2.17	0	76.35	0	0	0	0	0.54	0	3.79	0	0	0	0.36	0	0	0	0	0	0	0	0	0.18	0	0	0	0.18	0	0	0	0	0		0	0	1.81	0.18	7.4	0	0.36	0	0	0	1.08	0.18	0	1.26	0	0		0
PS58/274-1	18.25	0	0.53	0	0	0.36	0	1.96	1.96	0	2.31	0.18	2.85	0	70.11	0	0	0	0	0.53	0	3.56	0	0	0	0	0	0	0	0.18	0.18	0	0	0	0.18	0	0	0	0.18	0	0	0	0	0		0	0	1.42	0.18	10.14	0	0.53	0.53	0	0.18	2.31	0	0	1.96	0	0		0
PS58/274-1	18.35	0	0.46	0	0	0	0	1.6	1.6	0	1.6	0	1.6	0.23	74.37	0	0	0	0.46	0.69	0	1.83	0	0	0	0	0	0	0	0	0	0	0	0.23	0	0	0	0	0	0	0	0	0	0		0	0	2.06	0.23	11.44	0.23	0	0.23	0	0	1.37	0	0	1.37	0	0		0
PS58/274-1	18.45	0.48	0.24	0	0	0.24	0	0.97	0.97	0	2.18	0	2.66	0.24	73.85	0.24	0	0.24	0.48	0.73	0	4.6	0	0	0	0.24	0	0	0.24	0	0.24	0	0	0	0.24	0	0	0	0.24	0	0	0	0	0		0	0	2.66	0.48	6.54	0	0.24	0.24	0	0	0.73	0	0	1.45	0	0		0
PS58/274-1	18.55	0	0	0	0	0.36	0	1.61	1.61	0	5.36	0	1.61	0	67.14	0.18	0	0.18	0.71	0.89	0	5.71	0	0	0	0.18	0.18	0	0.18	0.18	0.36	0	0	0	0.18	0	0	0	0.18	0	0	0	0	0.18		0	0.18	3.04	0.36	7.68	0	0.89	0.18	0	0	1.25	0.36	0	1.43	0	0		0
PS58/274-1	18.65	0.44	0	0	0.22	0.44	0	2.42	2.42	0	3.08	0.22	1.98	0	72.25	0	0	0	0.22	0.44	0	2.42	0	0	0	0.44	0	0	0	0.22	0.22	0	0	0	0	0	0	0	0	0	0.22	0	0	0		0	0	3.08	0.22	7.49	0	0.66	0.44	0	0	1.54	0	0	1.54	0	0		0
PS58/274-1	18.75	0	0.43	0	0	0.21	0	1.07	1.07	0	2.14	0	2.14	0	73.45	0	0	0	0.21	0.64	0	3.85	0	0	0	0.64	0	0	0.43	0.21	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1.28	0	8.78	0	0.21	0	0	0	2.14	0	0	2.14	0	0		0
PS58/274-1	18.85	0.2	0	0	0	0	0	2.77	2.77	0	0.99	0	1.38	0	73.91	0	0	0	0.2	0.4	0	3.95	0	0	0	0.4	0	0	0	0	0	0	0	0	0.4	0	0	0	0.4	0	0	0	0	0.2		0	0	2.77	0.2	4.94	0	0.4	1.19	0	0	2.57	0	0	3.16	0	0		0
PS58/274-1	18.95	0	0	0	0	0.43	0	1.52	1.52	0	2.6	0	3.25	0	67.97	0	0	0	0	0.43	0	2.6	0	0.22	0	0.22	0	0	0	0	0	0	0	0	0.22	0	0.22	0	0.22	0	0	0	0	0		0	0	1.95	0	13.64	0	0.87	0.43	0	0	1.52	0	0	1.95	0	0		0
