Event	Depth sed [m]	A. curvatulus [%]	A. actinochilus [%]	A. hookeri [%]	A. hyalinus [%]	A. parvulus [%]	A. tabularis var. egregius [%]	A. tabularis [%]	A_tabularis_tot	Chaetoceros spp. veg [%]	Chaetoceros spp. rs [%]	Coscinodiscus spp. [%]	E. antarctica rs [%]	Fragilariopsis spp. [%]	F. kerguelensis [%]	F. obliquecostata [%]	F. sublinearis	F_obli_tot	F. ritscheri [%]	F. curta [%]	F. rhombica [%]	F. separanda [%]	F. pseudonana [%]	F. cylindrus [%]	H. cuneiformis [%]	Navicula spp. [%]	N. directa [%]	N. bicapitata [%]	N. sicula var. bicuneata [%]	N. sicula var. rostrata [%]	N_sicula_tot	O. weissflogii [%]	P-n heimii	P-n lineola-turgiduloides gr [%]	R. antennata f semispina [%]	R. bergonii [%]	Rhizosolenia sp. [%] (sp. A)	R. antennata [%]	R_antennata_tot	R. tesselata [%]	S. microtrias [%]	T. nitzschioides [%] (Form 1)	T. nitzschioides var. capitulata [%]	T. nitzschioides var. lanceolata [%]	T_nitzschioides_tot	T. antarctica [%]	T. gracilis var. expecta [%]	T. gracilis [%]	T. gravida [%]	T. lentiginosa [%]	T. oestrupii [%]	T. oliverana [%]	T. trifulta [%]	T. frenguelliopsis [%]	T. tumida [%]	Thalassiosira spp. [%]	P. pseudodenticulata [%]	P. directum [%]	T. antarctica [%]	T. reinboldii [%]	Delphineis spp. [%] (Species questionable)		Unid
PS58/274-1	4.35	0.19	0.56	0	0	0.19	0	2.06	2.06	0	4.68	0.19	4.49	0	63.86	0	0	0	0.19	0.94	0.75	2.43	0	0	0	0	0	0	0.19	0	0.19	0	0	0	0.37	0	0	0.19	0.56	0	0	0	0	0		0	0.19	1.69	0.37	12.73	0	0.94	0.37	0	0	0.37	0.19	0	1.87	0	0		0
PS58/274-1	4.45	0.16	0.31	0	0	0.31	0	1.1	1.1	0	3.3	0.16	5.82	0	64.62	0	0	0	0	0.79	0	3.3	0	0	0	0.16	0	0	0	0	0	0	0	0	0.47	0	0	0	0.47	0	0	0	0	0		0	0.16	0.63	0.47	14.47	0	0.79	0.94	0	0	0.16	0	0	1.57	0.16	0.16		0.16
PS58/274-1	4.55	0.17	0.33	0	0	0.5	0	1.66	1.66	0	4.98	0.17	1.99	0	69.27	0	0	0	0.33	0.5	0.33	2.99	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0.17	0	0	0	0	0		0	0	1.33	0.83	11.96	0	0.17	0.33	0	0	0.5	0.17	0	1	0	0.33		0.33
PS58/274-1	4.65	0	0.93	0	0	0	0	2.33	2.33	0	2.56	0	4.9	0	70.4	0	0	0	0.23	0.7	0.23	1.4	0	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1.17	0.23	11.42	0	0.47	0.23	0	0	0.47	0	0	1.86	0	0.23		0.23
PS58/274-1	4.75	0.21	0.21	0	0	0.41	0	2.06	2.06	0	3.09	0	5.36	0	63.3	0.21	0	0.21	0	0.82	0	2.06	0.21	0	0	0	0	0	0	0	0	0	0	0	0.41	0	0	0	0.41	0	0	0	0	0		0	0	1.24	0.21	17.53	0	0	0.41	0	0	0.21	0.21	0	1.65	0	0.21		0.21
PS58/274-1	4.85	0.24	0.24	0	0	0.24	0	2.12	2.12	0	2.82	0	3.53	0	69.65	0	0	0	0.24	0.71	0	2.35	0.24	0	0	0.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0	0	0		0	0	2.82	0.24	10.82	0	0.47	0	0	0.24	0.24	0	0	1.88	0	0		0
PS58/274-1	4.95	0.2	0.8	0	0	0	0	4.02	4.02	0	2.81	0.4	5.42	0	61.85	0.2	0	0.2	0.2	0	0	1.61	0	0.2	0	0.2	0	0	0	0	0	0	0	0	0.8	0	0.2	0	0.8	0	0	0	0	0.2		0	0	1.41	0.6	15.86	0	0	0.8	0	0	0.2	0	0	1.81	0	0.2		0.2
PS58/274-1	5.05	0	0.9	0	0	0.45	0	2.26	2.26	0	2.56	0.3	3.31	0	64.51	0	0	0	0.15	0.15	0	2.56	0	0	0	0.15	0	0	0	0	0	0	0	0	0.15	0	0	0	0.15	0	0	0	0	0		0	0	1.8	0.45	16.24	0	0.45	0.6	0	0.15	0.15	0.15	0	2.41	0	0.15		0.15
PS58/274-1	5.15	0	0.22	0	0	0.43	0	3.66	3.66	0	2.16	0.22	2.59	0	67.24	0	0	0	0.22	0.22	0.22	3.02	0.22	0	0	0.22	0	0	0	0	0	0	0	0	0.22	0	0	0	0.22	0	0	0	0	0		0	0.22	1.94	0.65	13.36	0	0.43	0.43	0	0.22	0.43	0	0.22	1.29	0	0		0
PS58/274-1	5.25	0	0.37	0	0	0	0	2.42	2.42	0	2.05	0	4.66	0	66.11	0	0.1862197	0.1862197	0	0.37	0.37	1.3	0	0	0	0.19	0	0	0	0	0	0	0	0	0.19	0	0.19	0	0.19	0	0	0	0	0.19		0	0	0.56	0.19	16.57	0	0.93	0.37	0	0	0.37	0	0	2.23	0	0.19		0.19
PS58/274-1	5.35	0	0.85	0	0	0.43	0	1.71	1.71	0	1.92	0	2.99	0	62.82	0	0	0	0.21	0.43	0	3.21	0	0	0	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21		0	0	1.07	0.43	19.66	0	1.71	0.21	0	0.21	0.43	0	0	1.28	0	0		0
PS58/274-1	5.45	0	0.78	0	0	0.19	0	2.53	2.53	0	1.36	0.19	7.2	0	61.87	0	0	0	0.19	0.39	0	3.31	0	0	0	0	0	0	0	0	0	0	0	0	0.39	0	0.19	0	0.39	0	0	0	0	0		0	0.19	0.19	0.58	17.12	0	0.39	0.19	0	0.19	0	0	0	2.33	0	0.19		0.19
PS58/274-1	5.55	0.18	0.36	0	0	0	0	2.73	2.73	0	4.74	0.36	3.28	0	59.38	0	0	0	0.18	0.73	0.18	2.73	0	0.18	0	0.18	0	0	0	0	0	0	0	0	1.28	0	0	0	1.28	0	0	0.18	0	0		0	0	2	0.55	18.03	0.18	0.91	0.18	0	0	0.18	0	0.18	0.91	0	0.18		0.18
PS58/274-1	5.65	0.18	0.54	0	0	0.36	0	1.81	1.81	0	3.8	0.18	3.62	0	65.82	0	0.1808318	0.1808318	0.36	0.54	0.36	3.62	0	0	0	0.36	0	0	0	0.18	0.18	0	0	0	0.36	0	0	0	0.36	0	0	0	0	0		0	0	1.45	0.18	12.3	0.18	0.72	0.9	0.18	0	0.18	0	0	1.63	0	0		0.18
PS58/274-1	5.75	0.17	0.17	0	0	0.34	0	3.04	3.04	0	2.53	0	3.04	0	69.81	0	0.1686341	0.1686341	0.34	0.51	0.34	1.52	0	0	0	0	0	0	0	0.17	0.17	0	0	0	0.34	0	0	0	0.34	0	0	0	0	0.17		0	0	1.52	0.84	12.48	0.17	0.51	0.17	0	0.17	0.34	0	0	1.01	0	0.17		0.17
PS58/274-1	5.85	0.2	0.61	0	0	0.41	0	2.45	2.45	0	1.84	0.41	6.33	0	67.96	0	0	0	0	0.2	0.2	1.63	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0.2	0.4	0	0	0	0	0		0	0	1.43	0.41	13.06	0.2	0.2	0.2	0	0	0	0	0.2	1.02	0	0.61		0.61
PS58/274-1	5.95	0.15	0.46	0	0	0.46	0	1.82	1.82	0	1.82	0.3	4.7	0	68.13	0	0.1517451	0.1517451	0.15	0.3	0.15	1.52	0.15	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0.15	0	0.15	0	0	0	0	0.15		0	0	1.21	0.3	13.2	0	0.15	0.91	0	0	0.15	0.15	0	2.88	0	0.3		0.3
PS58/274-1	6.05	0.2	0.39	0	0	0.59	0	1.97	1.97	0.2	1.97	0	2.56	0.2	67.72	0.2	0.1968504	0.3968504	0.2	0.39	0.2	1.97	0	0.2	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.2	0	0	0	0	0		0	0.2	2.17	0.39	13.19	0.2	0.39	0.79	0	0.2	0.59	0	0.2	2.17	0	0.2		0.2
PS58/274-1	6.15	0	0.62	0	0	0	0	2.49	2.49	0	1.87	0.21	4.99	0	65.49	0	0	0	0	0.62	0	1.46	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0	0	0	0.21	0	0	0	0	0		0	0	1.66	0	15.18	0.21	0.62	0.21	0	0.21	0.21	0	0	3.53	0	0.21		0.21
PS58/274-1	6.25	0	0.6	0	0	0.2	0	2.82	2.82	0	2.62	0.4	2.62	0	67.61	0	0.2012072	0.2012072	0.4	0.4	0	3.82	0	0	0	0.4	0	0	0	0	0	0	0	0	0.2	0	0	0	0.2	0	0	0	0	0		0	0.2	1.61	0.6	11.67	0.2	0	0.4	0	0	0.2	0	0	2.82	0	0		0
PS58/274-1	6.35	0	0.21	0	0	0.62	0	2.27	2.27	0	2.48	0	2.48	0	67.56	0	0	0	0.62	0	0	1.24	0	0	0	0.21	0	0	0	0	0	0	0	0	0.21	0	0	0	0.21	0	0	0	0	0.21		0	0.21	2.48	0.41	15.08	0	0.62	0.83	0	0	0.21	0	0	1.86	0	0.21		0.21
PS58/274-1	6.45	0	0.16	0	0.16	0.33	0	1.96	1.96	0	1.14	0	3.92	0	73.9	0	0	0	0	0.16	0.16	1.31	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0.16	0	0	0	0	0.16		0	0	1.31	0.49	11.26	0	0	0.65	0	0	0.49	0	0	1.96	0	0.33		0.33
PS58/274-1	6.55	0	0.39	0	0	0.78	0	0.97	0.97	0	3.3	0	1.55	0	74.95	0	0	0	0.19	0.39	0.19	3.5	0	0	0	0.39	0	0	0	0.19	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1.94	0.58	8.54	0.19	0.19	0.39	0	0.19	0	0	0	0.97	0	0.19		0.19
PS58/274-1	6.65	0.14	0.42	0	0	0.28	0	3.39	3.39	0	2.4	0.14	1.84	0	68.32	0	0	0	0	0.57	0.42	2.26	0	0.28	0	0.14	0	0	0	0.14	0.14	0	0	0	0.28	0	0	0.14	0.42	0	0.14	0	0	0.28		0	0.14	2.69	0.28	11.74	0.28	0.57	0.57	0	0	0.42	0	0	1.56	0	0.14		0.14
PS58/274-1	6.75	0	0.33	0	0	0.17	0	1.82	1.82	0	3.31	0	2.15	0	68.87	0	0	0	0.17	0.5	0.66	1.66	0	0.17	0	0.17	0.17	0	0	0	0	0	0	0	0.17	0	0	0	0.17	0	0	0	0	0		0	0	0.83	0	15.23	0	0.5	0.33	0	0.17	0.17	0	0	2.32	0	0.17		0.17
PS58/274-1	6.85	0.17	0.52	0	0	0.34	0	2.06	2.06	0	1.72	0	1.72	0	73.2	0	0	0	0.34	0.17	0	2.75	0	0	0	0.17	0	0	0.17	0.17	0.34	0	0	0	0.17	0	0	0.17	0.34	0	0	0	0	0		0	0	1.89	0.86	10.48	0	0.17	0	0	0	0.17	0	0	2.23	0	0.34		0.34
PS58/274-1	6.95	0.28	0.42	0	0	0.28	0	3.49	3.49	0	2.51	0.14	1.12	0.28	72.49	0	0.1396648	0.1396648	0.28	0.42	0.14	1.54	0	0	0	0.28	0	0	0.28	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0.28		0	0	2.09	0.42	9.92	0	0.42	0.28	0	0.14	0.14	0	0	2.09	0	0.14		0.14
PS58/274-1	7.05	0.47	0.23	0	0	0.94	0	2.58	2.58	0	2.35	0	2.35	0	66.43	0	0	0	0.23	0.23	0	3.99	0	0	0	0.7	0	0	0.23	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	2.35	0	13.85	0	0.7	0	0	0	0	0.23	0	2.11	0	0		0
PS58/274-1	7.15	0.23	0.46	0	0	0.46	0	2.98	2.98	0	4.36	0	1.38	0.23	68.35	0	0.2293578	0.2293578	0.23	0.46	0	3.67	0	0	0	0	0	0	0.23	0	0.23	0	0	0	0.23	0	0	0	0.23	0	0	0	0	0		0	0	1.15	0.69	11.24	0	0.92	0.46	0	0	0	0	0	2.06	0	0		0
PS58/274-1	7.25	0	0.38	0	0	0	0	3.44	3.44	0	2.49	0.38	2.87	0.19	69.02	0	0	0	0	0.76	0.19	2.68	0	0	0	0	0	0	0.38	0	0.38	0	0	0	0.38	0	0	0	0.38	0	0	0	0	0		0	0	1.53	0.57	11.47	0	0.76	1.15	0	0	0	0	0	1.15	0	0.19		0.19
PS58/274-1	7.35	0	0.23	0	0	0.68	0	2.04	2.04	0	3.39	0.23	2.71	0	66.74	0	0	0	0.23	0.23	0	2.94	0	0.45	0	0.23	0	0	0	0.23	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0.45	0.23	16.06	0.23	0.23	0	0	0	0.23	0	0	1.58	0	0.68		0.68
PS58/274-1	7.45	0	0.57	0	0	0.38	0	1.92	1.92	0.19	1.72	0.19	1.53	0	73.75	0	0	0	0.19	0.57	0.38	2.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1.53	0	11.69	0	0	0.38	0	0	0	0.19	0	1.72	0	0.57		0.57
PS58/274-1	7.55	0	0.24	0	0	0.47	0	1.65	1.65	0	2.12	0	2.12	0	73.35	0	0	0	0.47	0.71	0	1.65	0	0	0	0	0	0	0.24	0.24	0.48	0	0	0	0.47	0	0	0	0.47	0	0	0	0	0.47		0	0.24	1.18	0.24	11.08	0	0.71	0.24	0	0	0	0	0	1.65	0	0.47		0.47
PS58/274-1	7.65	0.15	0.45	0	0	0	0	1.81	1.81	0	3.47	0	2.11	0	71.34	0	0	0	0.15	0.6	0	1.81	0.15	0.15	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1.96	0	12.97	0.15	0	0.45	0	0	0.15	0	0	1.21	0	0.6		0.6
PS58/274-1	7.75	0	0	0	0	0.25	0	2.73	2.73	0	3.72	0.5	3.72	0.25	64.76	0	0	0	0	0.25	0	2.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0		0	0.25	1.24	0.74	14.14	0	0.5	0.25	0	0	0.25	0	0.25	3.72	0	0		0
PS58/274-1	7.85	0	0.19	0	0	0.38	0	2.28	2.28	0	2.28	0	1.71	0	73	0	0	0	0.19	0.57	0.19	1.52	0	0.19	0	0	0	0	0.19	0	0.19	0	0	0	0.19	0	0	0	0.19	0	0	0	0.19	0.19		0	0	1.14	0.76	11.22	0.38	0.57	0	0	0	0.19	0.19	0	2.28	0	0		0
PS58/274-1	7.95	0	0.18	0	0	0.18	0	1.4	1.4	0	3.15	0.35	2.63	0.18	73.56	0	0	0	0	0.18	0.35	1.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18		0	0	1.05	0.18	11.21	0	0.18	0	0	0	0.35	0	0	3.15	0	0		0
PS58/274-1	8.05	0	0.46	0	0	0	0	1.85	1.85	0	2.55	0	3.01	0.23	70.37	0	0	0	0.23	0.69	0.23	2.31	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0	0	0	0.23	0	0.23	0	0	0		0	0	0.93	0.46	12.04	0.23	0.46	0	0	0.23	0	0	0	3.01	0	0.23		0.23
PS58/274-1	8.15	0	0.17	0.17	0.5	0.5	0	3.31	3.31	0	3.64	0	2.65	0	68.87	0	0	0	0.17	0.66	0	1.99	0	0	0	0.17	0	0	0.17	0.17	0.34	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0		0	0	0.99	0.33	12.42	0.17	0.33	0.17	0	0	0.17	0	0	1.82	0	0		0
PS58/274-1	8.26	0	0.18	0	0	0.18	0	2.39	2.39	0	3.12	0.18	2.39	0.18	72.43	0	0.3676471	0.3676471	0.18	0.55	0	2.02	0	0	0	0.18	0	0	0	0	0	0	0.1838235	0	0.37	0	0	0	0.37	0	0	0	0	0		0	0	0.92	0.37	11.4	0	0.18	0.18	0	0.37	0	0.18	0	1.47	0	0		0
PS58/274-1	8.34	0	0.7	0	0	0.14	0	1.96	1.96	0	2.95	0	2.38	0	73.63	0.14	0.1402525	0.2802525	0.14	0.56	0.28	1.96	0	0.28	0	0.14	0	0	0	0	0	0	0	0.14	0.28	0	0	0	0.28	0	0	0	0	0		0	0	1.26	0.98	8.84	0	0.42	0.42	0	0	0.42	0	0	1.82	0	0		0
PS58/274-1	8.45	0.18	0.18	0	0	0.37	0	1.48	1.48	0	2.95	0.18	1.29	0.18	73.25	0	0	0	0.37	0.74	0.37	3.32	0	0.18	0	0.55	0	0	0.37	0	0.37	0	0	0	0	0	0	0.18	0.18	0	0	0	0	0.18		0	0	1.85	0.92	8.86	0	0.18	0	0	0	0	0	0	1.48	0	0.37		0.37
PS58/274-1	8.55	0	0.56	0.19	0	0	0	1.88	1.88	0	3.56	0.19	1.69	0	71.86	0	0	0	0.19	0.19	0	2.06	0	0	0	0.19	0	0	0	0	0	0	0	0	0.19	0	0	0	0.19	0	0	0	0	0		0	0	0.75	0.19	12.95	0.19	0	1.13	0	0	0	0	0	1.69	0	0.38		0.38
PS58/274-1	8.65	0.2	0.41	0	0.2	0.61	0	0.82	0.82	0	2.25	0.41	1.23	0	71.57	0	0	0	0.2	0.82	0	3.07	0	0	0	0.2	0	0	0	0.2	0.2	0	0	0	0.41	0	0	0	0.41	0	0	0	0	0		0	0	1.23	0.2	12.68	0	0.2	0.41	0	0	0.2	0.41	0	1.84	0	0.2		0.2
PS58/274-1	8.75	0	0.48	0	0	0.16	0	0.81	0.81	0	2.74	0	3.22	0	73.27	0	0.1610306	0.1610306	0.16	0.64	0	3.7	0	0	0	0.16	0	0	0	0.16	0.16	0	0	0.16	0	0	0	0	0	0	0	0	0	0		0	0.16	1.45	0	9.98	0	0	0.16	0	0	0.48	0	0	1.93	0	0		0
PS58/274-1	8.85	0.18	0.18	0	0	0	0	1.43	1.43	0	2.5	0.18	1.61	0	74.78	0.18	0	0.18	0.18	0.72	0	2.86	0	0	0	0.18	0	0	0	0	0	0	0	0	0.18	0	0	0	0.18	0	0	0	0	0		0	0	2.33	0.89	9.3	0	0.36	0.18	0	0	0.18	0	0	1.25	0	0.36		0.36
PS58/274-1	8.95	0	0.64	0	0	0.21	0	1.92	1.92	0	2.78	0	2.56	0	70.51	0	0.2136752	0.2136752	0.21	0.43	0	4.27	0	0	0	0	0	0	0	0.43	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1.28	0.21	12.61	0	0.85	0	0	0	0	0	0	0.85	0	0		0
PS58/274-1	9.05	0	0.41	0	0	0.41	0	1.65	1.65	0	1.44	0	0.82	0.21	72.16	0	0	0	0.21	0.41	0	2.47	0	0	0	0.21	0	0	0	0	0	0	0	0	0	0	0.21	0	0	0	0.21	0	0	0		0	0	1.44	0.21	13.4	0.21	0.41	0.41	0	0.41	0.41	0	0	1.86	0	0.41		0.41
PS58/274-1	9.15	0.4	0.2	0	0	0.2	0	1.59	1.59	0	4.17	0	1.79	0	68.79	0.4	0	0.4	0.2	0.4	0	3.58	0	0	0	0.2	0.2	0	0	0.2	0.2	0	0	0.2	0.2	0	0	0	0.2	0	0	0	0	0		0	0	2.78	0.2	11.33	0	0	0	0.4	0.2	0.2	0	0	1.79	0	0.4		0.8
PS58/274-1	9.25	0.39	0.2	0	0	0.59	0	1.77	1.77	0	4.33	0.2	1.97	0.2	69.88	0	0	0	0	0	0.39	2.36	0	0	0	0	0	0	0	0	0	0	0	0	0.79	0	0	0.2	0.99	0	0.2	0	0	0		0	0	2.76	0.98	10.63	0	0	0	0	0	0.2	0	0	1.77	0	0.2		0.2
PS58/274-1	9.35	0.34	0.17	0	0	0.34	0	1.2	1.2	0	2.92	0.34	0.86	0.17	72.16	0	0	0	0.52	0.69	0.17	2.23	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0	0	0.17	0.51	0	0	0	0	0		0	0	2.75	0	11.86	0	0.52	0.34	0	0	0.17	0.17	0	1.37	0.17	0		0
PS58/274-1	9.45	0.12	0.24	0	0	0.12	0	1.07	1.07	0	2.73	0	1.66	0.12	72.77	0	0.1189061	0.1189061	0.59	0.48	0.24	3.21	0	0	0	0	0	0	0	0.12	0.12	0	0	0	0.12	0	0	0	0.12	0	0	0	0	0.12		0	0	1.43	0.59	11.53	0	0.24	0.48	0	0	0.24	0	0	1.43	0	0.24		0.24
PS58/274-1	9.55	0.14	0.14	0	0	0.14	0	0.82	0.82	0	3.43	0	1.1	0	73.63	0	0.1373626	0.1373626	0.14	0.69	0	2.88	0	0	0	0	0	0	0.27	0	0.27	0	0	0.14	0.27	0	0	0	0.27	0	0	0	0	0		0	0	1.79	0.41	10.99	0	0.27	0.41	0	0	0.55	0	0	1.51	0	0.14		0.14
PS58/274-1	9.65	0.13	0.13	0	0.13	0.4	0	0.8	0.8	0	3.2	0.13	1.34	0.13	75.7	0	0	0	0.27	0.67	0	2.8	0	0	0	0.13	0	0	0	0.13	0.13	0	0	0	0.13	0	0	0	0.13	0	0	0	0	0.13		0	0	1.6	0.13	10.01	0	0.27	0.27	0	0	0.13	0	0	1.07	0	0.13		0.13
PS58/274-1	9.75	0.12	0.12	0	0	0.23	0	1.85	1.85	0	7.18	0.12	1.51	0.12	72.07	0	0	0	0.23	0.23	0	2.32	0	0	0	0.58	0	0	0	0	0	0	0	0	0.12	0	0	0	0.12	0	0	0	0.12	0		0	0	1.85	0	8.69	0	0.12	0.35	0	0	0.23	0.12	0	1.62	0	0.12		0.12
PS58/274-1	9.85	0.27	0.13	0	0.13	0.27	0	1.74	1.74	0.13	9.63	0	1.6	0.13	65.11	0.13	0	0.13	0.13	0.67	0	1.34	0	0.13	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13		0	0	2.01	0.53	12.17	0.13	0.67	0.53	0	0	0.13	0	0	1.87	0	0.13		0.13
PS58/274-1	9.95	0.32	0.49	0	0	0.16	0	2.1	2.1	0	8.9	0	2.27	0	63.43	0	0	0	0	0.32	0	3.4	0	0	0	0.16	0	0	0.16	0	0.16	0	0	0	0.49	0	0	0	0.49	0	0	0	0	0		0	0	1.29	0.49	11.81	0	0.81	0.81	0	0	0.49	0	0.32	1.78	0	0		0
PS58/274-1	10.05	0	0.41	0.2	0	0.2	0	2.03	2.03	0	3.04	0.2	3.25	0.41	68.76	0	0	0	0.41	0	0.41	2.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	2.03	0.81	12.58	0	0.41	0.41	0	0	0.41	0	0	1.83	0	0.2		0.2
PS58/274-1	10.15	0.2	0.4	0	0	0.6	0	1.99	1.99	0	4.37	0	1.39	0.2	69.78	0.2	0	0.2	0.4	0.2	0	1.79	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.2	0	0	0	0	0		0	0	1.99	0.4	13.32	0	0.2	0.2	0	0	0	0	0	1.99	0	0.2		0.2
PS58/274-1	10.25	0.15	0.15	0	0	0.15	0	1.22	1.22	0	4.56	0.3	1.22	0.3	70.82	0	0	0	0.3	0.61	0.3	3.04	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1.67	0.15	12.16	0	0.46	0.3	0	0	0.61	0	0	1.37	0	0		0
PS58/274-1	10.35	0	0.29	0	0	0.15	0	1.32	1.32	0	4.55	0	1.47	0	71.55	0	0	0	0.44	1.32	0.29	2.79	0	0	0	0.15	0	0	0.15	0	0.15	0	0	0	0.15	0	0	0	0.15	0	0	0	0	0		0	0	2.35	0.73	9.24	0	0.29	0.15	0	0	0.59	0	0	1.61	0	0.44		0.44
PS58/274-1	10.45	0.14	0.28	0	0	0.43	0	1.57	1.57	0	3.42	0.14	2.71	0	72.22	0	0.1424501	0.1424501	0.28	0.14	0	2.85	0	0	0	0.28	0	0	0	0.14	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1.99	0.28	9.54	0.14	0.43	0.57	0	0	0	0	0	1.85	0	0.43		0.43
PS58/274-1	10.55	0	0.39	0	0	0	0	2.55	2.55	0	6.68	0	2.55	0	66.01	0.2	0	0.2	0.2	0.59	0	1.77	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0		0	0	1.96	0	12.38	0	0.98	0.2	0	0	0	0	0	2.55	0	0.59		0.59
PS58/274-1	10.65	0.17	0.51	0	0	0.34	0	1.19	1.19	0	4.58	0.17	4.07	0	67.23	0	0	0	0.17	0.51	0	1.87	0	0	0	0	0	0	0	0.17	0.17	0	0	0	0.17	0	0	0	0.17	0	0	0	0	0		0	0	1.02	0.34	13.75	0.17	0.68	0.34	0	0	0.17	0.17	0.17	1.87	0	0.17		0.17
PS58/274-1	10.75	0	0.19	0.19	0.19	0.39	0	1.35	1.35	0	4.05	0	2.89	0	66.86	0	0.1926782	0.1926782	0.39	0.19	0	1.93	0	0.19	0	0.39	0	0	0.19	0.19	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1.73	0.39	13.87	0	0.77	0.58	0	0.19	0	0	0	2.5	0	0.19		0.19
PS58/274-1	10.85	0.52	0.35	0	0	0.52	0	1.73	1.73	0	4.5	0	2.77	0	67.47	0	0	0	0	0.52	0	2.6	0	0	0	0.35	0	0	0.17	0	0.17	0	0	0.17	0	0	0	0	0	0	0	0	0.17	0		0	0	2.25	0.17	13.32	0	0.17	0	0	0	0.35	0	0	1.9	0	0		0
PS58/274-1	10.95	0.33	0.67	0.17	0	0.84	0	2.01	2.01	0	4.18	0.17	2.34	0.17	68.9	0.17	0	0.17	0	0.17	0	2.17	0	0	0	0.33	0	0	0.17	0.17	0.34	0	0	0	0.17	0	0	0	0.17	0	0	0	0	0		0	0	2.51	0.17	11.2	0.17	0	0.33	0	0	0.33	0.17	0	2.01	0	0		0
PS58/274-1	11.05	0	0.26	0	0	0.26	0	1.66	1.66	0	3.96	0.13	2.43	0	67.94	0.13	0	0.13	0	0.26	0	2.3	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0.13		0	0	1.02	0.13	16.22	0	0.38	0.13	0	0.13	0	0	0	2.3	0	0		0
PS58/274-1	11.15	0	0.13	0	0	0.13	0	2.37	2.37	0	4.61	0	2.37	0	66.8	0.13	0	0.13	0	0.53	0	3.16	0	0.13	0	0.4	0	0	0.26	0	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0.13		0	0	2.24	0.26	13.44	0	0.26	0.26	0	0.13	0.26	0.13	0	1.84	0	0		0
PS58/274-1	11.25	0.17	0.17	0	0	0.17	0	2.52	2.52	0	5.38	0	1.34	0	68.07	0	0.1680672	0.1680672	0	0.5	0.17	2.52	0	0.34	0	0.34	0	0	0	0.34	0.34	0	0	0	0	0	0.17	0	0	0	0	0	0	0		0	0	2.35	0	12.77	0	0.5	0.5	0	0	0	0	0	1.51	0	0		0
PS58/274-1	11.35	0.24	0.24	0	0	0	0	1.45	1.45	0	4.34	0	0.96	0	69.64	0.24	0	0.24	0.24	0.96	0	3.13	0	0	0	0	0	0	0	0.48	0.48	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	2.17	0.24	10.84	0	0.24	0.96	0	0	0	0	0	2.65	0.24	0.72		0.72
PS58/274-1	11.45	0	0.15	0	0	0.31	0	2.16	2.16	0	5.39	0	1.69	0.15	70.11	0	0	0	0	0.15	0.15	2.77	0	0	0	0.15	0	0	0	0	0	0	0	0	0.15	0	0	0	0.15	0	0	0	0	0.15		0	0	1.39	0.15	10.79	0	0.31	0.77	0	0	0.15	0	0	2.47	0	0.46		0.46
